origin,destination,route,origin_city,origin_country,destination_city,destination_country,destination_airport_name,operator,seasonal,recent,scraped_at_utc
KRK,BOJ,KRK-BOJ,Kraków,Polska,Burgas,Bułagria,Burgas,FR,False,False,2026-05-01T09:09:28Z
KRK,BRI,KRK-BRI,Kraków,Polska,Bari,Włochy,Bari,FR,False,False,2026-05-01T09:09:28Z
KRK,BRS,KRK-BRS,Kraków,Polska,Bristol,Wielka Brytania,Bristol,FR,False,False,2026-05-01T09:09:28Z
KRK,BUD,KRK-BUD,Kraków,Polska,Budapeszt,Węgry,Budapeszt,FR,False,False,2026-05-01T09:09:28Z
KRK,BVA,KRK-BVA,Kraków,Polska,Paryż,Francja,Paryż-Beauvais,FR,False,False,2026-05-01T09:09:28Z
KRK,CAG,KRK-CAG,Kraków,Polska,Cagliari,Włochy,Cagliari,FR,False,False,2026-05-01T09:09:28Z
KRK,CDT,KRK-CDT,Kraków,Polska,Castellon,Hiszpania,Castellon (Walencja),FR,False,True,2026-05-01T09:09:28Z
KRK,CFU,KRK-CFU,Kraków,Polska,Korfu,Grecja,Korfu,FR,False,False,2026-05-01T09:09:28Z
KRK,CHQ,KRK-CHQ,Kraków,Polska,Chania,Grecja,Chania (Kreta),FR,False,False,2026-05-01T09:09:28Z
KRK,CIA,KRK-CIA,Kraków,Polska,Rzym,Włochy,Rzym-Ciampino,FR,False,False,2026-05-01T09:09:28Z
KRK,CPH,KRK-CPH,Kraków,Polska,Kopenhaga,Dania,Kopenhaga,FR,False,False,2026-05-01T09:09:28Z
KRK,CRL,KRK-CRL,Kraków,Polska,Charleroi,Belgia,Bruksela-Charleroi,FR,False,False,2026-05-01T09:09:28Z
KRK,CTA,KRK-CTA,Kraków,Polska,Katania,Włochy,Catania,FR,False,False,2026-05-01T09:09:28Z
KRK,DBV,KRK-DBV,Kraków,Polska,Dubrovnik,Chorwacja,Dubrownik,FR,False,True,2026-05-01T09:09:28Z
KRK,DUB,KRK-DUB,Kraków,Polska,Dublin,Irlandia,Dublin,FR,False,False,2026-05-01T09:09:28Z
KRK,EDI,KRK-EDI,Kraków,Polska,Edynburg,Szkocja,Edynburg,FR,False,False,2026-05-01T09:09:28Z
KRK,EIN,KRK-EIN,Kraków,Polska,Eindhoven,Holandia,Eindhoven,FR,False,False,2026-05-01T09:09:28Z
KRK,EMA,KRK-EMA,Kraków,Polska,East Midlands,Wielka Brytania,East Midlands,FR,False,False,2026-05-01T09:09:28Z
KRK,FAO,KRK-FAO,Kraków,Polska,Faro,Portugalia,Faro,FR,False,True,2026-05-01T09:09:28Z
KRK,FMM,KRK-FMM,Kraków,Polska,Memmingen,Niemcy,Memmingen,FR,False,True,2026-05-01T09:09:28Z
KRK,FUE,KRK-FUE,Kraków,Polska,Fuerteventura,Hiszpania,Fuerteventura,FR,False,True,2026-05-01T09:09:28Z
KRK,GDN,KRK-GDN,Kraków,Polska,Gdańsk,Polska,Gdańsk,FR,False,False,2026-05-01T09:09:28Z
KRK,GLA,KRK-GLA,Kraków,Polska,Glasgow,Szkocja,Glasgow,FR,False,False,2026-05-01T09:09:28Z
KRK,GOT,KRK-GOT,Kraków,Polska,Gotenburg,Szwecja,Göteborg-Landvetter,FR,False,False,2026-05-01T09:09:28Z
KRK,GRO,KRK-GRO,Kraków,Polska,Girona,Hiszpania,Barcelona-Girona,FR,False,False,2026-05-01T09:09:28Z
KRK,JTR,KRK-JTR,Kraków,Polska,Santorini,Grecja,Santorini,FR,False,False,2026-05-01T09:09:28Z
KRK,LBA,KRK-LBA,Kraków,Polska,Leeds,Wielka Brytania,Leeds/Bradford,FR,False,False,2026-05-01T09:09:28Z
KRK,LDE,KRK-LDE,Kraków,Polska,Lourdes,Francja,Lourdes,FR,False,False,2026-05-01T09:09:28Z
KRK,LIS,KRK-LIS,Kraków,Polska,Lizbona,Portugalia,Lisbon,FR,False,False,2026-05-01T09:09:28Z
KRK,LPA,KRK-LPA,Kraków,Polska,Gran Canaria,Hiszpania,Gran Canaria,FR,False,False,2026-05-01T09:09:28Z
KRK,LPL,KRK-LPL,Kraków,Polska,Liverpool,Wielka Brytania,Liverpool,FR,False,False,2026-05-01T09:09:28Z
KRK,LTN,KRK-LTN,Kraków,Polska,Londyn,Wielka Brytania,Londyn-Luton,FR,False,False,2026-05-01T09:09:28Z
KRK,MAD,KRK-MAD,Kraków,Polska,Madryt,Hiszpania,Madryt,FR,False,False,2026-05-01T09:09:28Z
KRK,MAN,KRK-MAN,Kraków,Polska,Manchester,Wielka Brytania,Manchester,FR,False,False,2026-05-01T09:09:28Z
KRK,MLA,KRK-MLA,Kraków,Polska,Valletta,Malta,Malta,FR,False,False,2026-05-01T09:09:28Z
KRK,MRS,KRK-MRS,Kraków,Polska,Marsylia,Francja,Marsylia,FR,False,False,2026-05-01T09:09:28Z
KRK,MXP,KRK-MXP,Kraków,Polska,Mediolan,Włochy,Mediolan-Malpensa,FR,False,True,2026-05-01T09:09:28Z
KRK,NAP,KRK-NAP,Kraków,Polska,Neapol,Włochy,Neapol,FR,False,False,2026-05-01T09:09:28Z
KRK,NCL,KRK-NCL,Kraków,Polska,Newcastle,Wielka Brytania,Newcastle,FR,False,False,2026-05-01T09:09:28Z
KRK,OLB,KRK-OLB,Kraków,Polska,Olbia,Włochy,Olbia,FR,False,True,2026-05-01T09:09:28Z
KRK,OPO,KRK-OPO,Kraków,Polska,Porto,Portugalia,Porto,FR,False,False,2026-05-01T09:09:28Z
KRK,PEG,KRK-PEG,Kraków,Polska,Perugia,Włochy,Perugia,FR,False,False,2026-05-01T09:09:28Z
KRK,PFO,KRK-PFO,Kraków,Polska,Pafos,Cypr,Pafos,FR,False,False,2026-05-01T09:09:28Z
KRK,PMI,KRK-PMI,Kraków,Polska,Majorka,Hiszpania,Palma,FR,False,False,2026-05-01T09:09:28Z
KRK,PMO,KRK-PMO,Kraków,Polska,Palermo,Włochy,Palermo,FR,False,False,2026-05-01T09:09:28Z
KRK,PRG,KRK-PRG,Kraków,Polska,Praga,Czechy,Praga,FR,False,False,2026-05-01T09:09:28Z
KRK,PSA,KRK-PSA,Kraków,Polska,Piza,Włochy,Piza,FR,False,False,2026-05-01T09:09:28Z
KRK,PSR,KRK-PSR,Kraków,Polska,Pescara,Włochy,Pescara,FR,False,False,2026-05-01T09:09:28Z
KRK,RAK,KRK-RAK,Kraków,Polska,Marakesz,Maroko,Marrakesz,FR,False,False,2026-05-01T09:09:28Z
KRK,RHO,KRK-RHO,Kraków,Polska,Rodos,Grecja,Rodos,FR,False,True,2026-05-01T09:09:28Z
KRK,RIX,KRK-RIX,Kraków,Polska,Ryga,Łotwa,Ryga,FR,False,False,2026-05-01T09:09:28Z
KRK,RMI,KRK-RMI,Kraków,Polska,Rimini,Włochy,Rimini,FR,False,True,2026-05-01T09:09:28Z
KRK,SKG,KRK-SKG,Kraków,Polska,Saloniki,Grecja,Saloniki,FR,False,False,2026-05-01T09:09:28Z
KRK,SNN,KRK-SNN,Kraków,Polska,Shannon,Irlandia,Shannon,FR,False,False,2026-05-01T09:09:28Z
KRK,SOF,KRK-SOF,Kraków,Polska,Sofia,Bułagria,Sofia,FR,False,True,2026-05-01T09:09:28Z
KRK,STN,KRK-STN,Kraków,Polska,Londyn,Wielka Brytania,Londyn-Stansted,FR,False,False,2026-05-01T09:09:28Z
KRK,SUF,KRK-SUF,Kraków,Polska,Lamezia,Włochy,Lamezia,FR,False,False,2026-05-01T09:09:28Z
KRK,SVQ,KRK-SVQ,Kraków,Polska,Sewilla,Hiszpania,Sewilla,FR,False,False,2026-05-01T09:09:28Z
KRK,SZZ,KRK-SZZ,Kraków,Polska,Szczecin,Polska,Szczecin,FR,False,False,2026-05-01T09:09:28Z
KRK,TFS,KRK-TFS,Kraków,Polska,Teneryfa,Hiszpania,Teneryfa-Południe,FR,False,False,2026-05-01T09:09:28Z
KRK,TGD,KRK-TGD,Kraków,Polska,Podgorica,Czarnogóra,Podgorica,FR,False,False,2026-05-01T09:09:28Z
KRK,TIA,KRK-TIA,Kraków,Polska,Tirana,Albania,Tirana,FR,False,True,2026-05-01T09:09:28Z
KRK,TLS,KRK-TLS,Kraków,Polska,Tuluza,Francja,Tuluza,FR,False,False,2026-05-01T09:09:28Z
KRK,TRF,KRK-TRF,Kraków,Polska,Oslo,Norwegia,Oslo-Torp,FR,False,False,2026-05-01T09:09:28Z
KRK,TRN,KRK-TRN,Kraków,Polska,Turyn,Włochy,Turyn,FR,False,False,2026-05-01T09:09:28Z
KRK,TRS,KRK-TRS,Kraków,Polska,Triest,Włochy,Triest,FR,False,True,2026-05-01T09:09:28Z
KRK,TSF,KRK-TSF,Kraków,Polska,Wenecja,Włochy,Wenecja-Treviso,FR,False,False,2026-05-01T09:09:28Z
KRK,VAR,KRK-VAR,Kraków,Polska,Warna,Bułagria,Varna,FR,False,False,2026-05-01T09:09:28Z
KRK,VIE,KRK-VIE,Kraków,Polska,Wiedeń,Austria,Wiedeń,FR,False,False,2026-05-01T09:09:28Z
KRK,VLC,KRK-VLC,Kraków,Polska,Valencia,Hiszpania,Walencja,FR,False,False,2026-05-01T09:09:28Z
KRK,ZAD,KRK-ZAD,Kraków,Polska,Zadar,Chorwacja,Zadar,FR,False,False,2026-05-01T09:09:28Z
