departure,return,price,departure_airport,arrival_airport,trip_days,DepartureCity,DepartureCountry,ArrivalCity,ArrivalCountry,route,price_yesterday,price_change_percent,Round_Trip_Link
2026-01-08,2026-01-21,2581,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-08&inboundDate=2026-01-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-07,2026-01-21,2581,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-07&inboundDate=2026-01-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-05,2026-01-21,2581,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-05&inboundDate=2026-01-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-06,2026-01-21,2581,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-06&inboundDate=2026-01-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-15,2026-01-28,2750,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-15&inboundDate=2026-01-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2025-12-31,2026-01-15,2750,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2025-12-31&inboundDate=2026-01-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-04,2026-01-15,2750,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-04&inboundDate=2026-01-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-03,2026-01-14,2750,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-03&inboundDate=2026-01-14&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-05,2026-01-15,2750,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-05&inboundDate=2026-01-15&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-15,2026-01-29,2750,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-15&inboundDate=2026-01-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-10,2026-01-22,2750,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,2845.0,-3.34,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-10&inboundDate=2026-01-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-07,2026-01-22,2750,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-07&inboundDate=2026-01-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-05,2026-01-20,2750,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-05&inboundDate=2026-01-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-08,2026-01-20,2750,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,2754.0,-0.15,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-08&inboundDate=2026-01-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-15,2026-01-27,2750,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-15&inboundDate=2026-01-27&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-04,2026-01-20,2750,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,2754.0,-0.15,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-04&inboundDate=2026-01-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-06,2026-01-22,2750,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,2754.0,-0.15,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-06&inboundDate=2026-01-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-07,2026-01-20,2750,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,2754.0,-0.15,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-07&inboundDate=2026-01-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-20,2026-02-03,2581,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-20&inboundDate=2026-02-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-19,2026-02-03,2581,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-19&inboundDate=2026-02-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-21,2026-02-03,2581,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,2839.0,-9.09,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-21&inboundDate=2026-02-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-22,2026-02-03,2707,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,2882.0,-6.07,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-22&inboundDate=2026-02-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-19,2026-02-01,2750,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,2924.0,-5.95,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-19&inboundDate=2026-02-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-20,2026-02-01,2750,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,3093.0,-11.09,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-20&inboundDate=2026-02-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-21,2026-02-01,2750,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-21&inboundDate=2026-02-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-28,2026-02-10,2877,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,2924.0,-1.61,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-28&inboundDate=2026-02-10&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-22,2026-02-01,2877,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,3051.0,-5.7,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-22&inboundDate=2026-02-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-24,2026-02-03,2877,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,2924.0,-1.61,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-24&inboundDate=2026-02-03&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-27,2026-02-11,2877,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-27&inboundDate=2026-02-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-27,2026-02-10,2877,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-27&inboundDate=2026-02-10&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-28,2026-02-11,2877,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-28&inboundDate=2026-02-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-21,2026-02-04,2919,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-21&inboundDate=2026-02-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-19,2026-02-04,2919,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,2924.0,-0.17,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-19&inboundDate=2026-02-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-20,2026-02-04,2919,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-20&inboundDate=2026-02-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-17,2026-02-01,2919,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-17&inboundDate=2026-02-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-26,2026-02-10,2961,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-26&inboundDate=2026-02-10&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-01-26,2026-02-11,2961,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-01-26&inboundDate=2026-02-11&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-02-19,2026-03-04,2877,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-02-19&inboundDate=2026-03-04&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-10,2026-03-22,2919,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,2991.0,-2.41,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-10&inboundDate=2026-03-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-12,2026-03-24,2984,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-12&inboundDate=2026-03-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-11,2026-03-22,2984,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-11&inboundDate=2026-03-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-11,2026-03-23,2984,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-11&inboundDate=2026-03-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-02,2026-03-13,2984,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-02&inboundDate=2026-03-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-08,2026-03-22,2984,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-08&inboundDate=2026-03-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-09,2026-03-23,2984,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-09&inboundDate=2026-03-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-10,2026-03-24,2984,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-10&inboundDate=2026-03-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-03,2026-03-13,2984,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-03&inboundDate=2026-03-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-10,2026-03-21,2984,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-10&inboundDate=2026-03-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-16,2026-03-28,2984,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-16&inboundDate=2026-03-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-14,2026-03-28,2984,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-14&inboundDate=2026-03-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-17,2026-03-28,2984,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-17&inboundDate=2026-03-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-05,2026-03-20,2984,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-05&inboundDate=2026-03-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-06,2026-03-22,2984,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,2991.0,-0.23,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-06&inboundDate=2026-03-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-04,2026-03-20,2984,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-04&inboundDate=2026-03-20&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-02-25,2026-03-12,2984,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-02-25&inboundDate=2026-03-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-02-26,2026-03-13,2984,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-02-26&inboundDate=2026-03-13&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-11,2026-03-24,2984,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,3221.0,-7.36,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-11&inboundDate=2026-03-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-12,2026-03-28,2984,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-12&inboundDate=2026-03-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-17,2026-04-01,3046,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-17&inboundDate=2026-04-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-09,2026-04-21,3130,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,3136.0,-0.19,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-09&inboundDate=2026-04-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-09,2026-04-22,3130,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,3136.0,-0.19,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-09&inboundDate=2026-04-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-18,2026-04-01,3173,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-18&inboundDate=2026-04-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-19,2026-04-01,3173,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-19&inboundDate=2026-04-01&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-16,2026-04-28,3215,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,3221.0,-0.19,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-16&inboundDate=2026-04-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-16,2026-04-26,3215,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,3221.0,-0.19,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-16&inboundDate=2026-04-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-16,2026-04-29,3215,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,3221.0,-0.19,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-16&inboundDate=2026-04-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-08,2026-04-22,3257,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-08&inboundDate=2026-04-22&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-08,2026-04-21,3257,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,3263.0,-0.18,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-08&inboundDate=2026-04-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-09,2026-04-23,3300,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-09&inboundDate=2026-04-23&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-09,2026-04-24,3300,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-09&inboundDate=2026-04-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-09,2026-04-19,3300,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,3305.0,-0.15,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-09&inboundDate=2026-04-19&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-23,2026-04-02,3342,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,3291.0,1.55,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-23&inboundDate=2026-04-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-14,2026-04-26,3342,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-14&inboundDate=2026-04-26&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-14,2026-04-29,3342,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-14&inboundDate=2026-04-29&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-03-18,2026-04-02,3342,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-03-18&inboundDate=2026-04-02&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-14,2026-04-28,3342,BER,MLE,14,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-14&inboundDate=2026-04-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-11,2026-04-21,3342,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-11&inboundDate=2026-04-21&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-14,2026-04-24,3342,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,3348.0,-0.18,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-14&inboundDate=2026-04-24&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-18,2026-04-28,3342,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,3348.0,-0.18,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-18&inboundDate=2026-04-28&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-20,2026-05-05,2852,BER,MLE,15,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-20&inboundDate=2026-05-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-22,2026-05-05,2852,BER,MLE,13,Berlin,Niemcy,Male,Malediwy,BER - MLE,2859.0,-0.24,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-22&inboundDate=2026-05-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-26,2026-05-12,2852,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,2859.0,-0.24,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-26&inboundDate=2026-05-12&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-24,2026-05-05,2852,BER,MLE,11,Berlin,Niemcy,Male,Malediwy,BER - MLE,,0.0,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-24&inboundDate=2026-05-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-25,2026-05-05,2852,BER,MLE,10,Berlin,Niemcy,Male,Malediwy,BER - MLE,2859.0,-0.24,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-25&inboundDate=2026-05-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-19,2026-05-05,2852,BER,MLE,16,Berlin,Niemcy,Male,Malediwy,BER - MLE,2859.0,-0.24,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-19&inboundDate=2026-05-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
2026-04-23,2026-05-05,2862,BER,MLE,12,Berlin,Niemcy,Male,Malediwy,BER - MLE,2869.0,-0.24,https://www.skyscanner.net/g/referrals/v1/flights/day-view/?origin=ber&destination=mle&outboundDate=2026-04-23&inboundDate=2026-05-05&market=PL&locale=pl-PL&currency=PLN&mediaPartnerId=6439681
