Outbound From,Destination,ArrivalCountry,Inbound To,Departure Date,Return Date,Trip Duration (Days),Total Price,IATA_Departure,IATA_Destination,IATA_Return,AvgPrice,z_score,price_yesterday,price_change_percent
Poznan,Dublin,Ireland,Poznan,2025-09-12,2025-09-16,4,197.0,POZ,DUB,POZ,304.5801886792453,-2.1947286917493147,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-01,2025-10-08,7,202.0,POZ,DUB,POZ,325.89903846153845,-1.3415005424105506,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-10,2025-10-16,6,202.0,POZ,DUB,POZ,325.89903846153845,-1.3415005424105506,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-17,2025-10-21,4,203.0,POZ,DUB,POZ,325.89903846153845,-1.330673173941287,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-09,2025-10-16,7,207.0,POZ,DUB,POZ,325.89903846153845,-1.2873637000642322,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-25,2025-09-29,4,208.0,POZ,DUB,POZ,304.5801886792453,-1.9703191986481,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-25,2025-10-01,6,208.0,POZ,DUB,POZ,304.5801886792453,-1.9703191986481,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-10,2025-09-16,6,211.0,POZ,DUB,POZ,304.5801886792453,-1.909116609620496,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-10,2025-10-15,5,211.0,POZ,DUB,POZ,325.89903846153845,-1.2440542261871774,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-14,2025-10-16,2,211.0,POZ,DUB,POZ,325.89903846153845,-1.2440542261871774,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-16,2025-10-21,5,212.0,POZ,DUB,POZ,325.89903846153845,-1.2332268577179137,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-12,2025-09-15,3,212.0,POZ,DUB,POZ,304.5801886792453,-1.8887157466112947,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-26,2025-10-01,5,215.0,POZ,DUB,POZ,304.5801886792453,-1.8275131575836907,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-26,2025-09-29,3,215.0,POZ,DUB,POZ,304.5801886792453,-1.8275131575836907,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-09,2025-10-15,6,216.0,POZ,DUB,POZ,325.89903846153845,-1.189917383840859,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-14,2025-10-21,7,216.0,POZ,DUB,POZ,325.89903846153845,-1.189917383840859,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-25,2025-10-02,7,217.0,POZ,DUB,POZ,304.5801886792453,-1.7867114315652879,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-17,2025-10-20,3,218.0,POZ,DUB,POZ,325.89903846153845,-1.1682626469023316,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-24,2025-09-29,5,219.0,POZ,DUB,POZ,304.5801886792453,-1.7459097055468853,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-24,2025-10-01,7,219.0,POZ,DUB,POZ,304.5801886792453,-1.7459097055468853,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-09,2025-09-16,7,219.0,POZ,DUB,POZ,304.5801886792453,-1.7459097055468853,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-19,2025-09-23,4,222.0,POZ,DUB,POZ,304.5801886792453,-1.6847071165192813,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-09,2025-09-11,2,223.0,POZ,DUB,POZ,304.5801886792453,-1.66430625351008,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-26,2025-10-02,6,224.0,POZ,DUB,POZ,304.5801886792453,-1.6439053905008787,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-10,2025-10-13,3,225.0,POZ,DUB,POZ,325.89903846153845,-1.0924710676174858,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-10,2025-09-15,5,226.0,POZ,DUB,POZ,304.5801886792453,-1.603103664482476,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-19,2025-09-24,5,226.0,POZ,DUB,POZ,304.5801886792453,-1.603103664482476,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-16,2025-10-20,4,227.0,POZ,DUB,POZ,325.89903846153845,-1.0708163306789584,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-19,2025-09-22,3,227.0,POZ,DUB,POZ,304.5801886792453,-1.5827028014732747,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-09,2025-10-13,4,230.0,POZ,DUB,POZ,325.89903846153845,-1.0383342252711674,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-25,2025-09-28,3,230.0,POZ,DUB,POZ,304.5801886792453,-1.5215002124456707,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-14,2025-10-20,6,231.0,POZ,DUB,POZ,325.89903846153845,-1.0275068568019037,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-22,2025-10-29,7,231.0,POZ,DUB,GDN,325.89903846153845,-1.0275068568019037,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-10,2025-10-14,4,232.0,POZ,DUB,GDN,325.89903846153845,-1.01667948833264,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-17,2025-10-20,3,233.0,POZ,DUB,WRO,325.89903846153845,-1.0058521198633763,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-09,2025-09-15,6,234.0,POZ,DUB,POZ,304.5801886792453,-1.4398967604088655,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-23,2025-09-29,6,236.0,POZ,DUB,POZ,304.5801886792453,-1.3990950343904627,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-26,2025-09-28,2,237.0,POZ,DUB,POZ,304.5801886792453,-1.3786941713812615,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-23,2025-10-30,7,237.0,POZ,DUB,KTW,325.89903846153845,-0.9625426459863214,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-01,2025-10-06,5,237.0,POZ,DUB,KTW,325.89903846153845,-0.9625426459863214,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-01,2025-10-07,6,237.0,POZ,DUB,KTW,325.89903846153845,-0.9625426459863214,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-10,2025-10-16,6,237.0,POZ,DUB,KTW,325.89903846153845,-0.9625426459863214,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-09,2025-10-14,5,237.0,POZ,DUB,GDN,325.89903846153845,-0.9625426459863214,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-01,2025-10-06,5,237.0,POZ,DUB,POZ,325.89903846153845,-0.9625426459863214,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-17,2025-09-23,6,239.0,POZ,DUB,POZ,304.5801886792453,-1.3378924453628587,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-12,2025-09-14,2,241.0,POZ,DUB,POZ,304.5801886792453,-1.297090719344456,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-24,2025-09-28,4,241.0,POZ,DUB,POZ,304.5801886792453,-1.297090719344456,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-16,2025-10-20,4,242.0,POZ,DUB,WRO,325.89903846153845,-0.908405803640003,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-09,2025-10-16,7,242.0,POZ,DUB,KTW,325.89903846153845,-0.908405803640003,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-17,2025-09-24,7,243.0,POZ,DUB,POZ,304.5801886792453,-1.2562889933260535,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-25,2025-09-29,4,243.0,POZ,DUB,WRO,304.5801886792453,-1.2562889933260535,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-02,2025-10-08,6,244.0,POZ,DUB,POZ,325.89903846153845,-0.8867510667014756,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-17,2025-09-22,5,244.0,POZ,DUB,POZ,304.5801886792453,-1.235888130316852,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-30,2025-10-02,2,245.0,POZ,DUB,POZ,304.5801886792453,-1.2154872673076509,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-15,2025-10-21,6,245.0,POZ,DUB,POZ,325.89903846153845,-0.875923698232212,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-14,2025-10-20,6,246.0,POZ,DUB,WRO,325.89903846153845,-0.8650963297629483,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-14,2025-10-16,2,246.0,POZ,DUB,KTW,325.89903846153845,-0.8650963297629483,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-25,2025-09-30,5,247.0,POZ,DUB,POZ,304.5801886792453,-1.174685541289248,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-25,2025-09-30,5,247.0,POZ,DUB,GDN,304.5801886792453,-1.174685541289248,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-12,2025-09-18,6,248.0,POZ,DUB,GDN,304.5801886792453,-1.1542846782800469,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-10,2025-10-14,4,249.0,POZ,DUB,POZ,325.89903846153845,-0.8326142243551572,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-08,2025-10-15,7,249.0,POZ,DUB,POZ,325.89903846153845,-0.8326142243551572,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-11,2025-09-16,5,249.0,POZ,DUB,POZ,304.5801886792453,-1.1338838152708455,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-12,2025-09-18,6,249.0,POZ,DUB,KTW,304.5801886792453,-1.1338838152708455,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-26,2025-09-29,3,250.0,POZ,DUB,WRO,304.5801886792453,-1.113482952261644,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-17,2025-11-24,7,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-10,2025-11-17,7,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-14,2025-11-17,3,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-10,2025-11-16,6,252.0,POZ,MAN,GDN,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-10,2025-11-16,6,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-14,2025-11-16,2,252.0,POZ,MAN,GDN,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-28,2025-11-30,2,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-23,2025-10-29,6,252.0,POZ,DUB,GDN,325.89903846153845,-0.8001321189473661,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-14,2025-11-16,2,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-21,2025-11-24,3,252.0,POZ,MAN,POZ,426.9375,-1.5470635841465314,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-12-05,2025-12-07,2,252.0,POZ,MAN,POZ,512.8937198067633,-2.692638311398806,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-12-05,2025-12-07,2,252.0,POZ,MAN,GDN,512.8937198067633,-2.692638311398806,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-12,2025-09-17,5,253.0,POZ,DUB,POZ,304.5801886792453,-1.0522803632340403,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-24,2025-09-29,5,254.0,POZ,DUB,WRO,304.5801886792453,-1.0318795002248389,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-17,2025-10-22,5,254.0,POZ,DUB,WRO,325.89903846153845,-0.7784773820088388,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-26,2025-09-30,4,254.0,POZ,DUB,GDN,304.5801886792453,-1.0318795002248389,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-09,2025-10-14,5,254.0,POZ,DUB,POZ,325.89903846153845,-0.7784773820088388,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-26,2025-09-30,4,254.0,POZ,DUB,POZ,304.5801886792453,-1.0318795002248389,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-10,2025-09-14,4,255.0,POZ,DUB,POZ,304.5801886792453,-1.0114786372156375,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-19,2025-09-25,6,256.0,POZ,DUB,KTW,304.5801886792453,-0.9910777742064362,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-12-12,2025-12-14,2,256.0,POZ,MAN,POZ,512.8937198067633,-2.6513550131516395,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-01,2025-10-08,7,256.0,POZ,DUB,WRO,325.89903846153845,-0.7568226450703114,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-01,2025-10-04,3,258.0,POZ,DUB,WRO,325.89903846153845,-0.735167908131784,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-24,2025-09-30,6,258.0,POZ,DUB,POZ,304.5801886792453,-0.9502760481880336,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-24,2025-09-30,6,258.0,POZ,DUB,GDN,304.5801886792453,-0.9502760481880336,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-23,2025-09-28,5,258.0,POZ,DUB,POZ,304.5801886792453,-0.9502760481880336,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-01,2025-10-03,2,258.0,POZ,DUB,GDN,325.89903846153845,-0.735167908131784,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-01,2025-10-03,2,258.0,POZ,DUB,WRO,325.89903846153845,-0.735167908131784,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-10,2025-10-17,7,259.0,POZ,DUB,GDN,325.89903846153845,-0.7243405396625203,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-15,2025-10-20,5,260.0,POZ,DUB,POZ,325.89903846153845,-0.7135131711932566,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-21,2025-10-23,2,260.0,POZ,DUB,WRO,325.89903846153845,-0.7135131711932566,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-21,2025-10-27,6,260.0,POZ,DUB,POZ,325.89903846153845,-0.7135131711932566,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-10,2025-11-15,5,261.0,POZ,MAN,GDN,426.9375,-1.4674718884991216,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-25,2025-09-30,5,261.0,POZ,DUB,KTW,304.5801886792453,-0.8890734591604296,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-24,2025-11-29,5,261.0,POZ,MAN,GDN,426.9375,-1.4674718884991216,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-24,2025-11-30,6,261.0,POZ,MAN,POZ,426.9375,-1.4674718884991216,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-28,2025-11-30,2,261.0,POZ,MAN,GDN,426.9375,-1.4674718884991216,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-01,2025-10-07,6,262.0,POZ,DUB,POZ,325.89903846153845,-0.6918584342547293,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-07,2025-10-13,6,262.0,POZ,DUB,POZ,325.89903846153845,-0.6918584342547293,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-21,2025-11-24,3,262.0,POZ,MAN,KTW,426.9375,-1.4586283667605204,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-17,2025-11-24,7,262.0,POZ,MAN,KTW,426.9375,-1.4586283667605204,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-10,2025-11-15,5,262.0,POZ,MAN,KTW,426.9375,-1.4586283667605204,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-01,2025-10-03,2,262.0,POZ,DUB,POZ,325.89903846153845,-0.6918584342547293,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-17,2025-10-19,2,263.0,POZ,DUB,GDN,325.89903846153845,-0.6810310657854656,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-16,2025-10-22,6,263.0,POZ,DUB,WRO,325.89903846153845,-0.6810310657854656,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-09,2025-09-14,5,263.0,POZ,DUB,POZ,304.5801886792453,-0.8482717331420269,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-08,2025-10-13,5,263.0,POZ,DUB,POZ,325.89903846153845,-0.6810310657854656,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-21,2025-10-28,7,264.0,POZ,DUB,POZ,325.89903846153845,-0.6702036973162019,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-22,2025-10-27,5,264.0,POZ,DUB,POZ,325.89903846153845,-0.6702036973162019,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-11,2025-09-15,4,264.0,POZ,DUB,POZ,304.5801886792453,-0.8278708701328256,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-21,2025-10-23,2,264.0,POZ,DUB,POZ,325.89903846153845,-0.6702036973162019,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-21,2025-11-23,2,265.0,POZ,MAN,POZ,426.9375,-1.432097801544717,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-11-17,2025-11-23,6,265.0,POZ,MAN,POZ,426.9375,-1.432097801544717,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-14,2025-11-17,3,265.0,POZ,MAN,GDN,426.9375,-1.432097801544717,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-10,2025-11-17,7,265.0,POZ,MAN,GDN,426.9375,-1.432097801544717,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-09,2025-09-11,2,266.0,POZ,DUB,KTW,304.5801886792453,-0.787069144114423,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-10,2025-09-17,7,267.0,POZ,DUB,POZ,304.5801886792453,-0.7666682811052216,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-12,2025-09-15,3,267.0,POZ,DUB,WRO,304.5801886792453,-0.7666682811052216,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-12,2025-09-16,4,267.0,POZ,DUB,KTW,304.5801886792453,-0.7666682811052216,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-22,2025-10-29,7,268.0,POZ,DUB,POZ,325.89903846153845,-0.626894223439147,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-21,2025-11-23,2,268.0,POZ,MAN,GDN,426.9375,-1.4055672363289138,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-14,2025-10-17,3,268.0,POZ,DUB,GDN,325.89903846153845,-0.626894223439147,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-26,2025-09-30,4,268.0,POZ,DUB,KTW,304.5801886792453,-0.7462674180960203,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-17,2025-11-22,5,268.0,POZ,MAN,GDN,426.9375,-1.4055672363289138,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-22,2025-10-28,6,268.0,POZ,DUB,POZ,325.89903846153845,-0.626894223439147,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-17,2025-11-23,6,268.0,POZ,MAN,GDN,426.9375,-1.4055672363289138,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-07,2025-10-14,7,269.0,POZ,DUB,GDN,325.89903846153845,-0.6160668549698833,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-19,2025-09-25,6,269.0,POZ,DUB,POZ,304.5801886792453,-0.725866555086819,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-13,2025-10-16,3,270.0,POZ,DUB,POZ,325.89903846153845,-0.6052394865006197,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-08,2025-10-14,6,270.0,POZ,DUB,GDN,325.89903846153845,-0.6052394865006197,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-11-24,2025-11-30,6,270.0,POZ,MAN,GDN,426.9375,-1.3878801928517115,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-03,2025-10-08,5,270.0,POZ,DUB,POZ,325.89903846153845,-0.6052394865006197,,0.0
Poznan,Edinburgh,Scotland,Poznan,2025-11-28,2025-12-05,7,271.0,POZ,EDI,POZ,435.7281105990783,-2.3560016885753012,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-23,2025-09-29,6,271.0,POZ,DUB,WRO,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-10,2025-09-12,2,271.0,POZ,DUB,POZ,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-23,2025-09-25,2,271.0,POZ,DUB,KTW,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-30,2025-10-06,6,271.0,POZ,DUB,POZ,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-30,2025-10-07,7,271.0,POZ,DUB,KTW,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-26,2025-10-03,7,271.0,POZ,DUB,WRO,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-26,2025-10-03,7,271.0,POZ,DUB,GDN,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-01,2025-10-05,4,271.0,POZ,DUB,POZ,325.89903846153845,-0.594412118031356,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-30,2025-10-06,6,271.0,POZ,DUB,KTW,304.5801886792453,-0.6850648290684163,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-21,2025-11-28,7,271.0,POZ,MAN,KTW,426.9375,-1.3790366711131103,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-17,2025-11-22,5,271.0,POZ,MAN,KTW,426.9375,-1.3790366711131103,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-14,2025-11-21,7,271.0,POZ,MAN,KTW,426.9375,-1.3790366711131103,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-17,2025-11-21,4,271.0,POZ,MAN,KTW,426.9375,-1.3790366711131103,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-24,2025-09-30,6,272.0,POZ,DUB,KTW,304.5801886792453,-0.664663966059215,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-16,2025-10-19,3,272.0,POZ,DUB,GDN,325.89903846153845,-0.5835847495620923,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-07,2025-10-10,3,274.0,POZ,DUB,WRO,325.89903846153845,-0.5619300126235649,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-23,2025-09-30,7,275.0,POZ,DUB,GDN,304.5801886792453,-0.603461377031611,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-26,2025-10-03,7,275.0,POZ,DUB,POZ,304.5801886792453,-0.603461377031611,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-15,2025-10-20,5,275.0,POZ,DUB,WRO,325.89903846153845,-0.5511026441543012,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-08,2025-10-10,2,275.0,POZ,DUB,WRO,325.89903846153845,-0.5511026441543012,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-10,2025-11-14,4,275.0,POZ,MAN,KTW,426.9375,-1.343662584158706,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-23,2025-09-30,7,275.0,POZ,DUB,POZ,304.5801886792453,-0.603461377031611,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-01,2025-10-05,4,275.0,POZ,DUB,GDN,325.89903846153845,-0.5511026441543012,,0.0
Poznan,Manchester,United Kingdom,Poznan,2025-12-21,2025-12-28,7,276.0,POZ,MAN,POZ,512.8937198067633,-2.444938521915809,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-14,2025-10-19,5,276.0,POZ,DUB,GDN,325.89903846153845,-0.5402752756850375,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-25,2025-10-02,7,277.0,POZ,DUB,WRO,304.5801886792453,-0.5626596510132084,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-19,2025-09-24,5,277.0,POZ,DUB,WRO,304.5801886792453,-0.5626596510132084,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-13,2025-10-15,2,279.0,POZ,DUB,POZ,325.89903846153845,-0.5077931702772465,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-02,2025-10-07,5,279.0,POZ,DUB,KTW,325.89903846153845,-0.5077931702772465,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-09,2025-09-12,3,279.0,POZ,DUB,POZ,304.5801886792453,-0.5218579249948057,,0.0
Poznan,Dublin,Ireland,Poznan,2025-10-02,2025-10-06,4,279.0,POZ,DUB,POZ,325.89903846153845,-0.5077931702772465,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-16,2025-09-23,7,279.0,POZ,DUB,POZ,304.5801886792453,-0.5218579249948057,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-24,2025-10-31,7,279.0,POZ,DUB,GDN,325.89903846153845,-0.5077931702772465,,0.0
Poznan,Dublin,Ireland,Katowice,2025-10-02,2025-10-06,4,279.0,POZ,DUB,KTW,325.89903846153845,-0.5077931702772465,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-10-10,2025-10-12,2,279.0,POZ,DUB,GDN,325.89903846153845,-0.5077931702772465,,0.0
Poznan,Manchester,United Kingdom,Katowice,2025-11-24,2025-11-28,4,280.0,POZ,MAN,KTW,426.9375,-1.2994449754657005,,0.0
Poznan,Manchester,United Kingdom,Gdansk,2025-12-12,2025-12-14,2,280.0,POZ,MAN,GDN,512.8937198067633,-2.4036552236686424,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-16,2025-10-18,2,280.0,POZ,DUB,WRO,325.89903846153845,-0.49696580180798283,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-21,2025-10-24,3,280.0,POZ,DUB,WRO,325.89903846153845,-0.49696580180798283,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-17,2025-10-23,6,281.0,POZ,DUB,WRO,325.89903846153845,-0.4861384333387191,,0.0
Poznan,Dublin,Ireland,Katowice,2025-09-10,2025-09-16,6,281.0,POZ,DUB,KTW,304.5801886792453,-0.481056198976403,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-09-10,2025-09-15,5,281.0,POZ,DUB,WRO,304.5801886792453,-0.481056198976403,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-29,2025-10-01,2,282.0,POZ,DUB,POZ,304.5801886792453,-0.46065533596720165,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-19,2025-09-21,2,282.0,POZ,DUB,POZ,304.5801886792453,-0.46065533596720165,,0.0
Poznan,Dublin,Ireland,Gdansk,2025-09-12,2025-09-16,4,283.0,POZ,DUB,GDN,304.5801886792453,-0.44025447295800035,,0.0
Poznan,Dublin,Ireland,Wroclaw,2025-10-22,2025-10-24,2,284.0,POZ,DUB,WRO,325.89903846153845,-0.453656327930928,,0.0
Poznan,Dublin,Ireland,Poznan,2025-09-23,2025-09-25,2,284.0,POZ,DUB,POZ,304.5801886792453,-0.419853609948799,,0.0
